iter	RMSE
890	58632.43272
891	58627.85917
892	58627.18698
893	58621.23789
894	58612.2588
895	58611.06936
896	58609.62203
897	58608.81013
898	58605.52862
899	58598.67054
900	58597.40024
901	58593.00669
902	58587.31632
903	58583.80026
904	58580.48115
905	58576.77881
906	58572.1759
907	58567.75042
908	58561.78041
909	58557.49882
910	58553.93011
911	58550.92407
912	58549.47293
913	58544.0296
914	58539.3218
915	58534.77684
916	58531.64791
917	58526.27566
918	58522.88006
919	58520.77888
920	58513.48742
921	58504.89323
922	58502.79478
923	58497.05867
924	58493.22807
925	58488.60079
926	58484.93191
927	58482.77715
928	58480.91938
929	58474.10868
930	58467.21222
931	58462.14819
932	58458.67146
933	58454.84444
934	58451.18599
935	58444.10715
936	58440.63128
937	58432.91913
938	58428.69313
939	58425.9885
940	58425.66332
941	58422.83339
942	58417.28897
943	58414.81558
944	58409.93233
945	58406.26484
946	58397.54883
947	58393.97979
948	58389.89257
949	58385.46619
950	58385.06457
951	58379.37313
952	58377.87619
953	58374.07383
954	58369.31244
955	58365.78631
956	58362.62284
957	58357.53456
958	58352.95699
959	58350.86178
960	58345.13725
961	58341.46509
962	58338.10525
963	58336.54519
964	58330.99796
965	58328.21655
966	58325.39669
967	58322.11176
968	58319.71593
969	58315.61923
970	58312.76191
971	58307.64228
972	58304.43935
973	58299.65024
974	58297.96887
975	58293.42403
976	58291.50525
977	58288.14683
978	58286.06225
979	58282.10298
980	58278.44256
981	58275.09002
982	58269.75255
983	58266.55754
984	58264.07355
985	58260.5202
986	58255.45211
987	58253.36941
988	58250.32905
989	58248.8436
990	58245.79617
991	58235.63367
992	58232.26996
993	58228.91924
994	58224.96111
995	58222.00069
996	58217.06984
997	58215.33395
998	58213.94973
999	58211.2318
